Well,Well Position,Sample,Target,Task,Reporter,Quencher,Amp Status,Cq,Cq Mean,Cq Confidence,Cq SD,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Omit
32,B8,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,88.68686676,92.72097778,81.17892456,84.20451355,FALSE
33,B9,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.72615814,86.46318817,89.04219055,64.1491394,FALSE
34,B10,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83828735,90.05137634,63.25209808,87.92088318,FALSE
35,B11,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83828735,63.70061874,66.39176178,,FALSE
36,B12,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83828735,88.59367371,84.44483185,,FALSE
37,B13,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,90.81890106,85.8878479,76.13780212,83.08610535,FALSE
38,B14,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,91.04304504,88.01716614,82.18955231,70.19812012,FALSE
39,B15,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.7154007,89.13786316,86.78440094,93.28442383,FALSE
40,B16,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.60333252,87.34474945,67.84466553,75.57745361,FALSE
49,C1,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,82.75704956,85.78386688,78.60919952,66.38983917,FALSE
50,C2,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,90.38014221,78.72129822,87.35332489,82.42073822,FALSE
51,C3,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,82.64495087,73.67661285,78.4970932,69.52875519,FALSE
52,C4,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.72129822,83.42967987,74.01292419,85.78386688,FALSE
53,C5,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.60157013,87.23010254,90.25569153,84.76480103,FALSE
54,C6,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.60157013,90.815979,87.56627655,81.62715912,FALSE
55,C7,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,83.86833191,80.84274292,87.34216309,93.84156799,FALSE
56,C8,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,75.23980713,69.18862915,89.69538879,65.93891907,FALSE
57,C9,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,85.67826843,89.71498108,78.50189209,83.43565369,FALSE
58,C10,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,92.4061203,83.32351685,79.17468262,89.60284424,FALSE
59,C11,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.50189209,,,,FALSE
60,C12,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.50189209,62.57931137,,,FALSE
61,C13,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.49125671,88.01716614,92.72408295,,FALSE
62,C14,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.49125671,,,,FALSE
63,C15,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.49125671,85.55163574,,,FALSE
64,C16,Sample 1,PDC1,UNKNOWN,SYBR,None,AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,33,78.49125671,,,,FALSE
73,D1,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.72129822,70.87400818,61.56935883,92.39801025,FALSE
74,D2,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.72129822,73.11608887,70.42559052,,FALSE
75,D3,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,84.32650757,89.37120056,69.86506653,73.00399017,FALSE
76,D4,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,89.37120056,85.33544922,78.94551086,67.73509216,FALSE
77,D5,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.93774414,84.3165741,75.23980713,69.63686371,FALSE
78,D6,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.48950958,85.99745178,89.02304077,81.85127258,FALSE
79,D7,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,80.61862946,90.14363098,88.12657166,92.49686432,FALSE
80,D8,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,86.66980743,84.3165741,81.17892456,92.60892487,FALSE
81,D9,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,85.00548553,78.95041656,88.93006897,70.98912811,FALSE
82,D10,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,88.48153687,82.98712921,92.29399109,74.6894455,FALSE
83,D11,Sample 1,PDC1,UNKNOWN,SYBR,None,AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.72615814,,,,FALSE
84,D12,Sample 1,PDC1,UNKNOWN,SYBR,None,AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83828735,86.68744659,90.72415924,,FALSE
17,A17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,70.20071411,75.24517059,64.93205261,82.41950989,FALSE
18,A18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,73.67578125,79.50492859,70.53701019,62.80217361,FALSE
19,A19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.77359009,80.62592316,90.82693481,63.026371,FALSE
20,A20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,70.20071411,76.70245361,66.50144196,79.95333099,FALSE
21,A21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,75.02070618,77.37474823,85.55783844,67.17391205,FALSE
22,A22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.05947113,62.69002914,72.77877045,89.48123932,FALSE
23,A23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,63.36260986,70.20053101,80.96185303,66.16503906,FALSE
24,A24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,62.80212402,70.53682709,82.64331055,90.71430969,FALSE
41,B17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,66.16514587,78.15974426,92.95681763,68.63132477,FALSE
42,B18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,75.80566406,71.99429321,63.81106567,80.28962708,FALSE
43,B19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,66.16514587,75.02097321,81.29851532,63.026371,FALSE
44,B20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,82.75580597,63.026371,79.61703491,93.18101501,FALSE
45,B21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,82.97960663,91.72317505,88.36026764,64.48358154,FALSE
46,B22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,68.07068634,86.23042297,90.4901123,61.56905746,FALSE
47,B23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.49898529,89.36914063,81.85863495,84.212677,FALSE
48,B24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,62.46583557,75.35700226,80.17717743,78.04733276,FALSE
65,C17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,62.46587753,72.89109039,92.50842285,80.96221924,FALSE
66,C18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,70.64910889,62.57797623,66.27724457,91.6116333,FALSE
67,C19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.92124939,77.15084839,82.64370728,79.72913361,FALSE
68,C20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,69.52811432,90.49063873,65.38045502,77.59925079,FALSE
69,C21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,90.82640076,81.52233887,86.67881012,77.15055847,FALSE
70,C22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,69.30375671,62.80212402,72.55457306,91.72317505,FALSE
71,C23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,63.0263176,88.80865479,80.96185303,84.77316284,FALSE
72,C24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.28366089,89.48123932,84.32476807,69.19165802,FALSE
85,D13,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,64.14636993,68.85328674,78.04298401,87.79302979,FALSE
86,D14,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,90.14648438,63.02567673,87.23268127,65.60327148,FALSE
87,D15,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.93959045,89.81027222,66.61190033,73.44813538,FALSE
88,D16,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.12060547,68.85328674,61.45670319,63.69809341,FALSE
89,D17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,82.75580597,71.32170105,69.07971954,85.44618225,FALSE
90,D18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,74.5725708,81.52272034,63.13847351,69.8644104,FALSE
91,D19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,79.16864014,92.28422546,63.13847351,74.12417603,FALSE
92,D20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,63.92316437,72.55479431,66.72563934,69.64021301,FALSE
93,D21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.0151062,68.85536957,76.81426239,90.82640076,FALSE
94,D22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,67.06181335,63.25051498,70.76101685,87.12719727,FALSE
95,D23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.94737244,67.06181335,62.91422272,73.1150589,FALSE
96,D24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.3868866,79.16830444,66.38923645,62.91422272,FALSE
113,E17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,83.87680054,87.35186768,65.82884979,68.85552216,FALSE
114,E18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.47285461,76.25405884,92.50842285,66.72563934,FALSE
115,E19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,71.43379974,79.61703491,87.01557159,83.31629944,FALSE
116,E20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,89.36964417,72.44269562,75.69356537,64.25946045,FALSE
117,E21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,79.39250183,92.73205566,84.10057831,74.79651642,FALSE
118,E22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,83.42799377,75.46910095,86.56671143,93.06834412,FALSE
119,E23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,63.81099701,86.79090881,81.4102478,90.82640076,FALSE
120,E24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,71.54570007,84.54896545,78.27153015,75.58119202,FALSE
137,F17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,81.29851532,77.93554688,68.18292999,64.14736176,FALSE
138,F18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,77.4871521,80.96221924,72.33059692,90.15434265,FALSE
139,F19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,79.61703491,89.59384918,71.65799713,66.61354065,FALSE
140,F20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,63.13847351,80.96221924,92.62052155,71.09750366,FALSE
141,F21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,71.65779877,85.10945129,88.69656372,66.16503906,FALSE
142,F22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.7997818,75.58119202,93.2925415,84.77316284,FALSE
143,F23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.46348572,64.14729309,93.06834412,78.7199173,FALSE
144,F24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,78.15943146,81.29814911,74.23603058,90.82640076,FALSE
161,G17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.0511322,74.23627472,78.38394165,65.15625,FALSE
162,G18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,81.41061401,90.04224396,85.33408356,92.39632416,FALSE
163,G19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.80026245,74.23627472,79.16864014,76.926651,FALSE
164,G20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,64.81995392,72.2184906,75.91776276,78.49604034,FALSE
165,G21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.22154999,65.38035583,82.64331055,80.17717743,FALSE
166,G22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.57558441,75.58119202,84.32476807,81.52233887,FALSE
167,G23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,73.45135498,67.84649658,77.26264954,92.39576721,FALSE
168,G24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,81.07395172,84.77316284,73.67554474,91.05059814,FALSE
181,H13,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,65.04292297,84.43093872,86.78440094,80.62058258,FALSE
182,H14,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.801651,65.60327148,73.22399902,83.75852966,FALSE
183,H15,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,65.37913513,77.4826355,71.54295349,83.53438568,FALSE
184,H16,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,70.08605194,91.49131775,66.94810486,64.37051392,FALSE
185,H17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,79.8412323,75.58146667,88.697052,70.31281281,FALSE
186,H18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,65.26835632,91.49952698,69.64021301,83.20420074,FALSE
187,H19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,65.04415894,68.29502869,70.20071411,89.03335571,FALSE
188,H20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,73.45158386,76.926651,79.2807312,90.49063873,FALSE
189,H21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,70.20053101,83.87638092,91.16268921,67.73439789,FALSE
190,H22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,64.14729309,68.07068634,93.06834412,84.88525391,FALSE
191,H23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.66993713,73.45135498,89.03285217,61.2327652,FALSE
192,H24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,66.16503906,81.29814911,75.46910095,77.93523407,FALSE
209,I17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.47285461,82.64370728,67.62243652,77.4871521,FALSE
210,I18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,70.64910889,68.18292999,87.46396637,73.45158386,FALSE
211,I19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,76.59035492,68.51922607,90.82693481,63.026371,FALSE
212,I20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,73.67578125,80.40172577,68.29502869,85.89457703,FALSE
213,I21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,83.31589508,63.25051498,74.12393188,70.3126297,FALSE
214,I22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,74.46022034,66.7255249,91.83528137,77.37474823,FALSE
215,I23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,77.59894562,87.7997818,82.41912079,74.01184082,FALSE
216,I24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,62.46583557,76.81426239,90.93849945,67.06181335,FALSE
233,J17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,80.28962708,69.19181824,87.91236115,66.72563934,FALSE
234,J18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,68.29502869,82.98000336,70.98540497,88.24865723,FALSE
235,J19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,73.33948517,82.41950989,65.7167511,89.2575531,FALSE
236,J20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.17212677,72.33059692,68.18292999,77.71134949,FALSE
237,J21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.66106415,63.9230957,87.68768311,74.01184082,FALSE
238,J22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,70.64892578,86.23042297,89.59333801,77.48684692,FALSE
239,J23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,77.93523407,84.43686676,81.85863495,73.00296021,FALSE
240,J24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,75.13280487,86.56671143,83.98847961,61.56905746,FALSE
257,K17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,71.09750366,83.42839813,93.18101501,85.78247833,FALSE
258,K18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,75.02097321,63.47476959,71.88219452,68.63132477,FALSE
259,K19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,86.45507813,73.67578125,69.75231934,64.48365784,FALSE
260,K20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,90.26644135,76.47825623,71.88219452,64.25946045,FALSE
261,K21,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,74.68441772,90.71430969,79.28040314,65.04406738,FALSE
262,K22,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,62.1295433,80.17717743,93.2925415,90.04172516,FALSE
263,K23,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.61995697,71.43360138,75.46910095,90.04172516,FALSE
264,K24,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,61.90534973,75.46910095,92.61995697,69.19165802,FALSE
277,L13,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.54301453,70.31018829,91.49131775,78.82746887,FALSE
278,L14,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,72.77571869,78.60333252,70.19812012,61.79291153,FALSE
279,L15,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.60338593,77.70677185,85.21542358,74.34469604,FALSE
280,L16,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,71.99123383,69.30156708,76.2498703,82.41369629,FALSE
281,L17,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.66149139,62.12958145,89.14544678,81.18641663,FALSE
282,L18,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.47285461,68.29502869,64.25946045,92.17212677,FALSE
283,L19,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,76.926651,91.49952698,88.36075592,71.54589844,FALSE
284,L20,Sample 1,Target 1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.72372437,74.5725708,68.85552216,63.2505722,FALSE
